NOM;CODI;DATA;SEXE;GRUP_EDAT;CASOS_CONFIRMAT;PCR;TAR;INGRESSOS_TOTAL;INGRESSOS_CRITIC;INGRESSATS_TOTAL;INGRESSATS_CRITIC;EXITUS;CASOS_PCR;CASOS_TAR;POSITIVITAT_PCR_NUM;POSITIVITAT_TAR_NUM;POSITIVITAT_PCR_DEN;POSITIVITAT_TAR_DEN;VACUNATS_DOSI_1;VACUNATS_DOSI_2
CATALUNYA;GLOBAL;2021-01-22;Altres;N/A;91;989;63;17;1;149;35;0;55;36;47;7;954;58;50;5
CATALUNYA;GLOBAL;2021-01-22;Dona;0 a 9;149;1792;645;0;0;1;0;0;84;65;97;58;1755;638;0;0
CATALUNYA;GLOBAL;2021-01-22;Dona;10 a 19;236;3499;1002;0;0;4;0;0;128;108;144;108;3358;969;29;2
CATALUNYA;GLOBAL;2021-01-22;Dona;20 a 29;209;3580;1418;3;1;7;0;0;97;112;96;116;3166;1289;503;58
CATALUNYA;GLOBAL;2021-01-22;Dona;30 a 39;250;4664;1533;7;0;19;3;0;121;129;136;125;4274;1422;680;84
CATALUNYA;GLOBAL;2021-01-22;Dona;40 a 49;327;5926;2008;13;1;74;13;0;139;188;151;181;5421;1848;911;148
CATALUNYA;GLOBAL;2021-01-22;Dona;50 a 59;270;5399;1855;18;4;131;22;2;116;154;128;166;4935;1699;844;172
CATALUNYA;GLOBAL;2021-01-22;Dona;60 a 69;172;2296;1090;25;7;184;33;0;70;102;85;97;2111;1003;364;72
CATALUNYA;GLOBAL;2021-01-22;Dona;70 a 79;125;1051;564;24;5;249;49;7;64;61;74;69;935;521;60;89
CATALUNYA;GLOBAL;2021-01-22;Dona;80 o més;160;2370;973;60;2;445;9;37;104;56;112;68;1841;752;461;777
CATALUNYA;GLOBAL;2021-01-22;Home;0 a 9;179;1970;719;0;0;3;0;0;120;59;128;57;1929;706;0;0
CATALUNYA;GLOBAL;2021-01-22;Home;10 a 19;263;3612;1066;0;0;4;1;0;166;97;179;92;3477;1038;6;1
CATALUNYA;GLOBAL;2021-01-22;Home;20 a 29;193;1528;1041;2;1;10;2;0;74;119;69;131;1413;997;152;15
CATALUNYA;GLOBAL;2021-01-22;Home;30 a 39;190;1864;959;10;2;34;4;0;77;113;79;106;1689;911;217;27
CATALUNYA;GLOBAL;2021-01-22;Home;40 a 49;290;2618;1266;16;2;97;29;0;109;181;125;178;2428;1205;285;17
CATALUNYA;GLOBAL;2021-01-22;Home;50 a 59;215;2338;999;33;8;234;66;1;93;122;108;136;2145;940;232;38
CATALUNYA;GLOBAL;2021-01-22;Home;60 a 69;173;1440;764;36;17;407;156;7;71;102;80;115;1292;724;156;43
CATALUNYA;GLOBAL;2021-01-22;Home;70 a 79;96;1022;381;48;12;455;156;9;51;45;56;51;906;354;72;69
CATALUNYA;GLOBAL;2021-01-22;Home;80 o més;107;1156;433;48;2;372;20;34;63;44;67;43;960;381;132;217
CATALUNYA;GLOBAL;2021-01-21;Altres;N/A;102;1018;62;17;3;156;36;0;68;34;57;7;973;51;34;2
CATALUNYA;GLOBAL;2021-01-21;Dona;0 a 9;137;1522;590;1;0;1;0;0;89;48;81;50;1481;575;0;0
CATALUNYA;GLOBAL;2021-01-21;Dona;10 a 19;267;3638;1154;0;0;4;0;0;144;123;131;117;3485;1126;7;2
CATALUNYA;GLOBAL;2021-01-21;Dona;20 a 29;195;3850;1441;1;0;7;1;0;90;105;95;120;3479;1324;274;52
CATALUNYA;GLOBAL;2021-01-21;Dona;30 a 39;275;5242;1634;3;1;25;4;0;121;154;123;153;4825;1500;302;68
CATALUNYA;GLOBAL;2021-01-21;Dona;40 a 49;348;7098;2178;8;1;75;15;0;155;193;153;199;6575;1999;491;143
CATALUNYA;GLOBAL;2021-01-21;Dona;50 a 59;286;6719;2009;23;0;127;21;0;113;173;114;179;6221;1806;422;114
CATALUNYA;GLOBAL;2021-01-21;Dona;60 a 69;164;2529;1116;27;3;188;31;0;72;92;71;100;2345;1039;231;56
CATALUNYA;GLOBAL;2021-01-21;Dona;70 a 79;144;921;571;37;8;275;50;2;73;71;63;71;783;539;56;76
CATALUNYA;GLOBAL;2021-01-21;Dona;80 o més;209;2613;765;68;0;445;10;29;115;94;120;86;2008;615;283;684
CATALUNYA;GLOBAL;2021-01-21;Home;0 a 9;145;1610;678;1;0;4;0;0;92;53;87;51;1573;670;0;0
CATALUNYA;GLOBAL;2021-01-21;Home;10 a 19;265;3676;1253;1;0;4;2;0;144;121;145;134;3528;1223;3;1
CATALUNYA;GLOBAL;2021-01-21;Home;20 a 29;177;1679;999;0;0;7;1;0;73;104;66;108;1550;941;92;6
CATALUNYA;GLOBAL;2021-01-21;Home;30 a 39;202;2032;999;5;0;35;3;0;77;125;67;126;1879;951;161;16
CATALUNYA;GLOBAL;2021-01-21;Home;40 a 49;283;2567;1239;13;4;102;29;1;114;169;112;178;2400;1177;156;9
CATALUNYA;GLOBAL;2021-01-21;Home;50 a 59;264;2394;1037;31;1;229;61;4;121;143;114;154;2230;987;161;14
CATALUNYA;GLOBAL;2021-01-21;Home;60 a 69;177;1377;750;39;17;416;152;4;79;98;77;100;1239;715;95;47
CATALUNYA;GLOBAL;2021-01-21;Home;70 a 79;129;945;414;49;16;446;147;11;61;68;70;63;819;393;48;61
CATALUNYA;GLOBAL;2021-01-21;Home;80 o més;115;1109;393;52;2;398;21;26;71;44;70;41;934;348;75;174
CATALUNYA;GLOBAL;2021-01-20;Altres;N/A;122;972;48;14;5;147;34;1;80;42;69;7;926;43;56;18
CATALUNYA;GLOBAL;2021-01-20;Dona;0 a 9;147;1494;634;0;0;0;0;0;79;68;82;68;1466;620;0;0
CATALUNYA;GLOBAL;2021-01-20;Dona;10 a 19;232;3267;1134;2;0;6;0;0;123;109;125;103;3119;1101;12;4
CATALUNYA;GLOBAL;2021-01-20;Dona;20 a 29;262;3935;1607;2;1;6;2;0;107;155;116;148;3502;1464;338;70
CATALUNYA;GLOBAL;2021-01-20;Dona;30 a 39;291;5165;1799;3;2;24;2;0;124;167;120;164;4752;1662;360;72
CATALUNYA;GLOBAL;2021-01-20;Dona;40 a 49;374;6869;2331;11;1;74;16;1;155;219;161;211;6276;2149;464;152
CATALUNYA;GLOBAL;2021-01-20;Dona;50 a 59;321;6601;2262;23;4;115;26;0;146;175;156;174;6066;2065;344;171
CATALUNYA;GLOBAL;2021-01-20;Dona;60 a 69;195;2700;1273;19;3;184;33;1;81;114;81;120;2449;1186;175;84
CATALUNYA;GLOBAL;2021-01-20;Dona;70 a 79;138;1060;585;35;7;254;44;6;58;80;66;79;933;557;31;64
CATALUNYA;GLOBAL;2021-01-20;Dona;80 o més;215;2631;773;65;0;421;9;32;124;91;135;84;2114;642;194;648
CATALUNYA;GLOBAL;2021-01-20;Home;0 a 9;123;1505;649;0;0;3;0;0;71;52;81;50;1470;635;0;0
CATALUNYA;GLOBAL;2021-01-20;Home;10 a 19;285;3460;1170;1;0;4;2;0;153;132;146;122;3324;1127;3;0
CATALUNYA;GLOBAL;2021-01-20;Home;20 a 29;230;1670;1107;0;0;7;1;0;78;152;79;149;1534;1062;122;11
CATALUNYA;GLOBAL;2021-01-20;Home;30 a 39;214;2095;1047;7;1;39;3;0;99;115;115;110;1933;989;135;14
CATALUNYA;GLOBAL;2021-01-20;Home;40 a 49;303;2766;1404;11;5;104;29;0;110;193;127;206;2545;1350;164;15
CATALUNYA;GLOBAL;2021-01-20;Home;50 a 59;272;2460;1132;27;7;233;66;1;91;181;93;171;2272;1080;135;31
CATALUNYA;GLOBAL;2021-01-20;Home;60 a 69;179;1384;743;57;12;420;145;1;74;105;82;103;1272;701;69;46
CATALUNYA;GLOBAL;2021-01-20;Home;70 a 79;129;971;474;47;15;447;141;8;57;72;61;73;861;446;28;65
CATALUNYA;GLOBAL;2021-01-20;Home;80 o més;123;1184;384;55;3;394;21;32;63;60;67;67;1013;343;52;170
CATALUNYA;GLOBAL;2021-01-19;Altres;N/A;117;1134;55;18;4;148;29;2;70;47;63;11;1075;48;61;2
CATALUNYA;GLOBAL;2021-01-19;Dona;0 a 9;146;1417;635;0;0;0;0;0;93;53;93;58;1384;623;0;0
CATALUNYA;GLOBAL;2021-01-19;Dona;10 a 19;248;3375;1203;0;0;3;0;0;148;100;149;97;3233;1160;13;0
CATALUNYA;GLOBAL;2021-01-19;Dona;20 a 29;266;3863;1576;2;0;6;1;0;124;142;124;138;3450;1436;400;17
CATALUNYA;GLOBAL;2021-01-19;Dona;30 a 39;311;4992;1796;4;0;20;3;0;142;169;151;172;4571;1642;392;22
CATALUNYA;GLOBAL;2021-01-19;Dona;40 a 49;437;6634;2250;18;1;72;16;0;184;253;187;257;6059;2081;558;24
CATALUNYA;GLOBAL;2021-01-19;Dona;50 a 59;373;6321;2069;22;1;117;24;3;182;191;177;186;5760;1860;566;41
CATALUNYA;GLOBAL;2021-01-19;Dona;60 a 69;226;2695;1081;22;2;187;33;1;96;130;108;134;2418;1007;226;18
CATALUNYA;GLOBAL;2021-01-19;Dona;70 a 79;184;1276;621;43;4;258;41;3;83;101;97;100;1086;585;43;30
CATALUNYA;GLOBAL;2021-01-19;Dona;80 o més;302;3824;679;72;2;435;12;36;199;103;209;97;3000;599;217;224
CATALUNYA;GLOBAL;2021-01-19;Home;0 a 9;181;1578;705;1;0;5;0;0;123;58;119;57;1551;691;0;0
CATALUNYA;GLOBAL;2021-01-19;Home;10 a 19;307;3339;1207;1;1;3;1;0;174;133;164;133;3209;1166;9;0
CATALUNYA;GLOBAL;2021-01-19;Home;20 a 29;226;1617;1084;1;1;7;2;0;89;137;91;145;1468;1027;128;3
CATALUNYA;GLOBAL;2021-01-19;Home;30 a 39;228;2004;1041;9;1;41;3;0;94;134;100;134;1832;990;172;2
CATALUNYA;GLOBAL;2021-01-19;Home;40 a 49;360;2626;1382;15;4;114;25;0;134;226;143;227;2453;1321;202;5
CATALUNYA;GLOBAL;2021-01-19;Home;50 a 59;269;2448;1121;35;4;232;62;2;112;157;119;158;2253;1062;191;6
CATALUNYA;GLOBAL;2021-01-19;Home;60 a 69;204;1539;722;42;8;414;134;3;75;129;72;128;1391;698;109;5
CATALUNYA;GLOBAL;2021-01-19;Home;70 a 79;146;1180;455;55;16;442;141;5;64;82;72;83;1045;426;28;14
CATALUNYA;GLOBAL;2021-01-19;Home;80 o més;154;1517;362;52;1;395;20;29;97;57;96;49;1258;334;74;63
CATALUNYA;GLOBAL;2021-01-18;Altres;N/A;128;816;63;17;6;145;25;2;69;59;58;11;771;57;177;0
CATALUNYA;GLOBAL;2021-01-18;Dona;0 a 9;157;1025;625;0;0;0;0;0;95;62;86;66;999;617;0;0
CATALUNYA;GLOBAL;2021-01-18;Dona;10 a 19;281;2908;1026;2;0;4;0;0;143;138;126;136;2796;997;30;1
CATALUNYA;GLOBAL;2021-01-18;Dona;20 a 29;311;3202;1645;1;0;5;1;0;122;189;111;172;2848;1497;1204;4
CATALUNYA;GLOBAL;2021-01-18;Dona;30 a 39;379;4073;1851;10;1;25;4;0;165;214;128;215;3719;1697;1442;11
CATALUNYA;GLOBAL;2021-01-18;Dona;40 a 49;509;5234;2485;10;1;68;14;0;231;278;198;265;4756;2242;2116;15
CATALUNYA;GLOBAL;2021-01-18;Dona;50 a 59;454;5106;2269;21;1;122;23;0;205;249;174;228;4697;2050;1890;22
CATALUNYA;GLOBAL;2021-01-18;Dona;60 a 69;287;2312;1214;34;2;189;35;1;126;161;110;154;2137;1116;881;11
CATALUNYA;GLOBAL;2021-01-18;Dona;70 a 79;215;1104;654;39;4;244;39;3;89;126;67;117;978;603;127;17
CATALUNYA;GLOBAL;2021-01-18;Dona;80 o més;250;2652;985;59;2;437;9;26;144;106;141;110;2101;779;652;109
CATALUNYA;GLOBAL;2021-01-18;Home;0 a 9;154;1188;687;2;0;6;0;0;93;61;85;63;1166;677;0;0
CATALUNYA;GLOBAL;2021-01-18;Home;10 a 19;272;2760;1078;0;0;3;1;0;135;137;124;146;2667;1050;13;0
CATALUNYA;GLOBAL;2021-01-18;Home;20 a 29;242;1362;1049;0;0;5;1;0;88;154;82;138;1226;996;498;1
CATALUNYA;GLOBAL;2021-01-18;Home;30 a 39;310;1594;1143;4;0;41;5;0;137;173;104;173;1458;1104;609;2
CATALUNYA;GLOBAL;2021-01-18;Home;40 a 49;456;2208;1438;20;3;109;25;0;163;293;130;257;2025;1370;819;3
CATALUNYA;GLOBAL;2021-01-18;Home;50 a 59;347;2129;1199;32;6;212;60;2;127;220;110;218;1944;1142;705;4
CATALUNYA;GLOBAL;2021-01-18;Home;60 a 69;276;1439;816;50;7;404;137;5;139;137;120;138;1296;777;371;3
CATALUNYA;GLOBAL;2021-01-18;Home;70 a 79;163;1083;481;42;10;435;135;6;75;88;66;87;973;453;113;11
CATALUNYA;GLOBAL;2021-01-18;Home;80 o més;141;1193;451;57;3;379;21;28;68;73;60;70;1018;383;187;15
CATALUNYA;GLOBAL;2021-01-17;Altres;N/A;23;164;13;12;2;142;22;0;8;15;8;1;154;11;32;0
CATALUNYA;GLOBAL;2021-01-17;Dona;0 a 9;44;435;124;0;0;0;0;0;26;18;25;13;423;121;0;0
CATALUNYA;GLOBAL;2021-01-17;Dona;10 a 19;74;609;197;0;0;4;0;0;42;32;41;28;582;195;10;0
CATALUNYA;GLOBAL;2021-01-17;Dona;20 a 29;98;595;281;1;0;7;1;0;45;53;46;48;544;263;306;7
CATALUNYA;GLOBAL;2021-01-17;Dona;30 a 39;102;707;302;2;0;21;3;0;38;64;40;57;647;279;337;1
CATALUNYA;GLOBAL;2021-01-17;Dona;40 a 49;131;872;427;7;1;64;12;0;41;90;42;75;804;397;383;15
CATALUNYA;GLOBAL;2021-01-17;Dona;50 a 59;123;836;353;13;2;117;21;0;43;80;44;73;750;327;314;13
CATALUNYA;GLOBAL;2021-01-17;Dona;60 a 69;81;401;223;16;3;183;34;0;29;52;30;49;374;213;153;5
CATALUNYA;GLOBAL;2021-01-17;Dona;70 a 79;56;332;149;19;0;247;35;7;30;26;26;28;299;138;17;7
CATALUNYA;GLOBAL;2021-01-17;Dona;80 o més;82;884;327;56;3;452;8;34;40;42;54;33;696;273;115;64
CATALUNYA;GLOBAL;2021-01-17;Home;0 a 9;39;412;120;0;0;5;1;0;23;16;19;13;402;118;0;0
CATALUNYA;GLOBAL;2021-01-17;Home;10 a 19;81;611;172;1;0;3;1;0;39;42;34;34;584;167;5;0
CATALUNYA;GLOBAL;2021-01-17;Home;20 a 29;86;339;194;1;0;7;1;0;36;50;37;41;309;188;103;2
CATALUNYA;GLOBAL;2021-01-17;Home;30 a 39;70;313;239;3;1;44;6;1;20;50;23;48;286;230;136;2
CATALUNYA;GLOBAL;2021-01-17;Home;40 a 49;145;469;312;11;0;113;28;0;53;92;48;86;436;301;157;2
CATALUNYA;GLOBAL;2021-01-17;Home;50 a 59;115;459;240;22;6;225;58;2;36;79;38;63;418;226;133;2
CATALUNYA;GLOBAL;2021-01-17;Home;60 a 69;86;358;152;35;9;396;135;1;42;44;39;45;312;143;95;6
CATALUNYA;GLOBAL;2021-01-17;Home;70 a 79;56;409;140;29;9;436;131;4;31;25;30;31;352;131;16;2
CATALUNYA;GLOBAL;2021-01-17;Home;80 o més;50;457;156;27;3;381;25;31;25;25;24;26;387;132;34;19
CATALUNYA;GLOBAL;2021-01-16;Altres;N/A;74;720;17;10;1;138;20;1;50;24;47;2;708;16;60;0
CATALUNYA;GLOBAL;2021-01-16;Dona;0 a 9;59;585;149;0;0;0;0;0;40;19;36;20;572;145;0;0
CATALUNYA;GLOBAL;2021-01-16;Dona;10 a 19;106;1121;289;0;0;4;0;0;47;59;44;51;1089;281;13;0
CATALUNYA;GLOBAL;2021-01-16;Dona;20 a 29;119;1335;499;2;0;7;1;0;47;72;58;66;1225;465;469;0
CATALUNYA;GLOBAL;2021-01-16;Dona;30 a 39;143;1509;484;7;1;21;2;0;56;87;50;82;1395;454;527;0
CATALUNYA;GLOBAL;2021-01-16;Dona;40 a 49;165;1905;611;13;2;60;10;0;86;79;77;78;1776;553;771;0
CATALUNYA;GLOBAL;2021-01-16;Dona;50 a 59;163;1796;554;16;0;103;18;1;74;89;81;89;1660;507;687;0
CATALUNYA;GLOBAL;2021-01-16;Dona;60 a 69;110;869;308;16;1;172;30;0;42;68;54;59;804;292;305;0
CATALUNYA;GLOBAL;2021-01-16;Dona;70 a 79;57;492;190;27;6;243;41;3;29;28;28;29;428;173;62;0
CATALUNYA;GLOBAL;2021-01-16;Dona;80 o més;131;1223;495;40;0;413;6;24;82;49;78;39;951;377;358;0
CATALUNYA;GLOBAL;2021-01-16;Home;0 a 9;53;638;163;1;0;4;1;0;34;19;37;17;629;161;0;0
CATALUNYA;GLOBAL;2021-01-16;Home;10 a 19;111;1087;264;1;1;3;1;0;53;58;55;46;1043;259;6;0
CATALUNYA;GLOBAL;2021-01-16;Home;20 a 29;98;634;263;2;1;6;1;0;37;61;40;63;587;247;153;0
CATALUNYA;GLOBAL;2021-01-16;Home;30 a 39;106;794;302;6;1;43;6;1;47;59;50;57;747;289;213;0
CATALUNYA;GLOBAL;2021-01-16;Home;40 a 49;173;1011;426;11;3;108;29;0;67;106;63;105;938;405;274;0
CATALUNYA;GLOBAL;2021-01-16;Home;50 a 59;156;1016;364;22;6;212;59;3;73;83;83;80;949;347;271;0
CATALUNYA;GLOBAL;2021-01-16;Home;60 a 69;119;671;237;33;17;371;130;5;47;72;54;74;605;230;172;0
CATALUNYA;GLOBAL;2021-01-16;Home;70 a 79;76;550;174;37;10;412;124;11;29;47;32;43;490;167;65;0
CATALUNYA;GLOBAL;2021-01-16;Home;80 o més;74;644;178;52;3;378;24;16;51;23;52;20;552;155;117;0
CATALUNYA;GLOBAL;2021-01-15;Altres;N/A;110;1149;58;10;4;139;26;1;73;37;66;8;1120;50;214;0
CATALUNYA;GLOBAL;2021-01-15;Dona;0 a 9;137;1310;491;0;0;0;0;0;86;51;90;41;1274;486;0;0
CATALUNYA;GLOBAL;2021-01-15;Dona;10 a 19;231;2516;973;0;0;4;0;0;111;120;137;127;2417;941;43;0
CATALUNYA;GLOBAL;2021-01-15;Dona;20 a 29;245;3374;1289;2;0;6;2;0;121;124;116;127;3059;1183;1393;0
CATALUNYA;GLOBAL;2021-01-15;Dona;30 a 39;291;4306;1398;6;0;14;1;0;124;167;136;161;3959;1282;1781;0
CATALUNYA;GLOBAL;2021-01-15;Dona;40 a 49;358;5755;1840;10;1;53;9;0;149;209;152;207;5354;1689;2862;0
CATALUNYA;GLOBAL;2021-01-15;Dona;50 a 59;321;5623;1638;16;5;96;20;1;153;168;155;184;5209;1478;2687;0
CATALUNYA;GLOBAL;2021-01-15;Dona;60 a 69;225;2357;971;23;4;167;30;2;100;125;99;140;2178;891;1252;0
CATALUNYA;GLOBAL;2021-01-15;Dona;70 a 79;145;1180;494;31;1;226;37;2;70;75;77;77;1060;464;197;0
CATALUNYA;GLOBAL;2021-01-15;Dona;80 o més;206;3000;867;57;0;401;8;27;114;92;124;86;2439;701;1090;0
CATALUNYA;GLOBAL;2021-01-15;Home;0 a 9;118;1395;507;0;1;3;1;0;78;40;76;33;1361;500;0;0
CATALUNYA;GLOBAL;2021-01-15;Home;10 a 19;235;2433;851;1;0;2;0;0;123;112;134;108;2339;828;21;0
CATALUNYA;GLOBAL;2021-01-15;Home;20 a 29;221;1616;944;1;0;6;0;0;97;124;122;123;1490;898;526;0
CATALUNYA;GLOBAL;2021-01-15;Home;30 a 39;237;1951;953;8;1;38;6;0;117;120;115;115;1795;896;774;0
CATALUNYA;GLOBAL;2021-01-15;Home;40 a 49;289;2602;1088;16;2;102;29;0;138;151;135;160;2392;1030;1028;0
CATALUNYA;GLOBAL;2021-01-15;Home;50 a 59;310;2431;905;31;5;194;52;1;137;173;138;172;2225;862;1018;0
CATALUNYA;GLOBAL;2021-01-15;Home;60 a 69;204;1518;582;41;6;355;119;2;88;116;95;117;1390;556;592;0
CATALUNYA;GLOBAL;2021-01-15;Home;70 a 79;130;1078;386;52;9;401;121;8;55;75;58;77;948;354;160;0
CATALUNYA;GLOBAL;2021-01-15;Home;80 o més;96;1328;374;47;4;358;22;25;54;42;61;45;1121;324;255;0
CATALUNYA;GLOBAL;2021-01-14;Altres;N/A;108;935;48;12;2;133;25;0;66;42;59;7;904;46;152;0
CATALUNYA;GLOBAL;2021-01-14;Dona;0 a 9;118;754;413;1;1;0;0;0;68;50;74;52;735;405;0;0
CATALUNYA;GLOBAL;2021-01-14;Dona;10 a 19;230;2124;899;1;0;5;0;0;137;93;127;93;2063;868;46;0
CATALUNYA;GLOBAL;2021-01-14;Dona;20 a 29;272;3597;1333;4;0;7;2;0;141;131;148;142;3281;1246;1238;0
CATALUNYA;GLOBAL;2021-01-14;Dona;30 a 39;318;4704;1373;3;0;20;1;0;146;172;145;164;4353;1284;1535;0
CATALUNYA;GLOBAL;2021-01-14;Dona;40 a 49;361;5985;1711;9;0;56;10;0;159;202;157;193;5530;1571;2495;0
CATALUNYA;GLOBAL;2021-01-14;Dona;50 a 59;344;5902;1559;13;0;91;18;1;161;183;167;188;5484;1449;2448;0
CATALUNYA;GLOBAL;2021-01-14;Dona;60 a 69;207;2380;845;23;4;168;26;0;95;112;104;117;2178;779;1078;0
CATALUNYA;GLOBAL;2021-01-14;Dona;70 a 79;133;1026;468;24;6;222;40;2;48;85;53;78;876;436;228;0
CATALUNYA;GLOBAL;2021-01-14;Dona;80 o més;190;3305;787;53;2;404;8;31;114;76;115;71;2544;661;1312;0
CATALUNYA;GLOBAL;2021-01-14;Home;0 a 9;110;858;457;2;0;3;0;0;67;43;73;46;844;449;0;0
CATALUNYA;GLOBAL;2021-01-14;Home;10 a 19;225;2050;847;3;0;2;0;0;126;99;114;100;1981;820;24;0
CATALUNYA;GLOBAL;2021-01-14;Home;20 a 29;231;1608;852;3;1;7;0;0;111;120;113;123;1498;812;489;0
CATALUNYA;GLOBAL;2021-01-14;Home;30 a 39;211;1879;900;8;0;37;5;0;95;116;96;130;1736;860;615;0
CATALUNYA;GLOBAL;2021-01-14;Home;40 a 49;293;2427;1080;19;4;107;30;0;125;168;130;165;2246;1026;854;0
CATALUNYA;GLOBAL;2021-01-14;Home;50 a 59;278;2224;873;34;5;193;53;1;118;160;126;175;2041;824;855;0
CATALUNYA;GLOBAL;2021-01-14;Home;60 a 69;194;1376;549;42;16;350;116;3;97;97;99;93;1238;521;587;0
CATALUNYA;GLOBAL;2021-01-14;Home;70 a 79;127;1005;378;49;14;399;117;15;58;69;63;73;881;356;233;0
CATALUNYA;GLOBAL;2021-01-14;Home;80 o més;115;1362;341;45;4;370;19;26;64;51;64;49;1099;311;373;0
CATALUNYA;GLOBAL;2021-01-13;Altres;N/A;115;983;38;19;1;131;23;2;73;42;65;2;952;33;172;0
CATALUNYA;GLOBAL;2021-01-13;Dona;0 a 9;141;602;407;0;0;0;0;0;85;56;84;55;591;402;0;0
CATALUNYA;GLOBAL;2021-01-13;Dona;10 a 19;255;1376;891;0;0;4;0;0;134;121;149;120;1326;856;35;0
CATALUNYA;GLOBAL;2021-01-13;Dona;20 a 29;324;3874;1375;1;1;6;2;0;158;166;175;161;3462;1276;1299;0
CATALUNYA;GLOBAL;2021-01-13;Dona;30 a 39;319;4802;1436;2;1;24;3;0;154;165;173;161;4388;1332;1547;0
CATALUNYA;GLOBAL;2021-01-13;Dona;40 a 49;364;6709;1816;8;2;57;12;0;191;173;217;192;6152;1681;2693;0
CATALUNYA;GLOBAL;2021-01-13;Dona;50 a 59;376;6649;1637;12;3;94;18;0;218;158;250;160;6081;1495;2580;0
CATALUNYA;GLOBAL;2021-01-13;Dona;60 a 69;237;2766;942;27;2;169;29;3;117;120;121;135;2523;871;1162;0
CATALUNYA;GLOBAL;2021-01-13;Dona;70 a 79;157;1325;542;28;3;242;39;5;75;82;77;83;1157;496;161;0
CATALUNYA;GLOBAL;2021-01-13;Dona;80 o més;233;5292;1070;53;0;398;7;19;151;82;167;76;4043;782;1187;0
CATALUNYA;GLOBAL;2021-01-13;Home;0 a 9;127;630;448;3;0;2;0;0;75;52;70;44;620;441;0;0
CATALUNYA;GLOBAL;2021-01-13;Home;10 a 19;235;1384;847;0;0;2;0;0;125;110;142;100;1335;829;14;0
CATALUNYA;GLOBAL;2021-01-13;Home;20 a 29;264;1647;967;1;0;8;0;0;128;136;134;139;1522;930;464;0
CATALUNYA;GLOBAL;2021-01-13;Home;30 a 39;268;1967;955;7;2;29;5;0;127;141;157;135;1803;912;715;0
CATALUNYA;GLOBAL;2021-01-13;Home;40 a 49;309;2600;1060;10;2;102;29;0;160;149;177;149;2421;1010;805;0
CATALUNYA;GLOBAL;2021-01-13;Home;50 a 59;275;2476;936;21;6;191;48;1;124;151;152;152;2304;891;792;0
CATALUNYA;GLOBAL;2021-01-13;Home;60 a 69;247;1644;617;39;9;340;108;7;120;127;130;125;1501;591;512;0
CATALUNYA;GLOBAL;2021-01-13;Home;70 a 79;143;1248;400;51;7;403;116;5;79;64;85;69;1092;367;149;0
CATALUNYA;GLOBAL;2021-01-13;Home;80 o més;125;1946;440;37;3;373;17;20;81;44;82;40;1597;348;335;0
CATALUNYA;GLOBAL;2021-01-12;Altres;N/A;115;1166;52;14;2;124;24;0;63;52;57;10;1133;45;253;0
CATALUNYA;GLOBAL;2021-01-12;Dona;0 a 9;141;391;441;0;0;0;0;0;91;50;103;53;380;430;0;0
CATALUNYA;GLOBAL;2021-01-12;Dona;10 a 19;290;823;1007;1;0;4;0;0;145;145;143;149;796;979;29;0
CATALUNYA;GLOBAL;2021-01-12;Dona;20 a 29;396;3253;1459;2;0;6;1;0;188;208;190;203;2916;1355;1431;0
CATALUNYA;GLOBAL;2021-01-12;Dona;30 a 39;356;4151;1519;8;0;25;3;0;177;179;182;186;3773;1406;1793;0
CATALUNYA;GLOBAL;2021-01-12;Dona;40 a 49;424;5858;1890;12;0;58;11;1;187;237;195;231;5372;1719;2818;0
CATALUNYA;GLOBAL;2021-01-12;Dona;50 a 59;422;5576;1836;20;4;93;17;0;217;205;221;224;5054;1677;2607;0
CATALUNYA;GLOBAL;2021-01-12;Dona;60 a 69;294;2556;956;23;1;149;30;0;146;148;159;148;2366;881;1101;0
CATALUNYA;GLOBAL;2021-01-12;Dona;70 a 79;204;1495;564;34;8;236;41;1;97;107;110;94;1310;532;240;0
CATALUNYA;GLOBAL;2021-01-12;Dona;80 o més;303;5312;745;70;0;394;8;21;189;114;192;113;4127;653;1464;0
CATALUNYA;GLOBAL;2021-01-12;Home;0 a 9;148;459;504;0;0;2;0;0;101;47;110;49;448;496;0;0
CATALUNYA;GLOBAL;2021-01-12;Home;10 a 19;295;829;984;1;0;2;0;0;160;135;147;139;785;960;15;0
CATALUNYA;GLOBAL;2021-01-12;Home;20 a 29;282;1552;952;1;1;11;1;0;118;164;125;161;1404;905;505;0
CATALUNYA;GLOBAL;2021-01-12;Home;30 a 39;307;1943;1018;5;0;27;3;0;136;171;135;182;1795;965;746;0
CATALUNYA;GLOBAL;2021-01-12;Home;40 a 49;334;2656;1166;20;2;108;27;0;149;185;148;205;2453;1110;901;0
CATALUNYA;GLOBAL;2021-01-12;Home;50 a 59;341;2527;974;26;3;198;50;1;160;181;161;180;2314;932;892;0
CATALUNYA;GLOBAL;2021-01-12;Home;60 a 69;270;1673;685;41;9;342;106;2;124;146;138;150;1505;662;624;0
CATALUNYA;GLOBAL;2021-01-12;Home;70 a 79;180;1332;448;46;13;404;119;9;86;94;87;88;1150;425;201;0
CATALUNYA;GLOBAL;2021-01-12;Home;80 o més;116;1891;349;65;5;367;16;36;71;45;77;49;1551;326;404;0
