NOM;CODI;DATA;SEXE;GRUP_EDAT;CASOS_CONFIRMAT;PCR;TAR;INGRESSOS_TOTAL;INGRESSOS_CRITIC;INGRESSATS_TOTAL;INGRESSATS_CRITIC;EXITUS;CASOS_PCR;CASOS_TAR;POSITIVITAT_PCR_NUM;POSITIVITAT_TAR_NUM;POSITIVITAT_PCR_DEN;POSITIVITAT_TAR_DEN;VACUNATS_DOSI_1;VACUNATS_DOSI_2
CATALUNYA;GLOBAL;2021-10-28;Dona;60 a 69;28;928;348;3;0;25;10;0;10;18;8;17;752;310;41;68
CATALUNYA;GLOBAL;2021-10-28;Dona;70 a 79;17;516;222;4;1;25;6;0;9;8;13;9;452;207;16;119
CATALUNYA;GLOBAL;2021-10-28;Dona;80 o més;12;903;185;6;0;24;1;0;6;6;10;5;719;160;10;31
CATALUNYA;GLOBAL;2021-10-28;Home;0 a 9;23;309;576;1;0;0;0;0;15;8;11;8;284;537;1;0
CATALUNYA;GLOBAL;2021-10-28;Home;10 a 19;18;345;678;1;0;1;0;0;13;5;10;4;302;564;463;451
CATALUNYA;GLOBAL;2021-10-28;Home;20 a 29;15;519;619;0;0;3;0;0;8;7;12;8;409;510;547;466
CATALUNYA;GLOBAL;2021-10-28;Home;30 a 39;29;602;520;1;0;7;3;0;10;19;8;18;475;446;373;363
CATALUNYA;GLOBAL;2021-10-28;Home;40 a 49;29;741;463;1;3;16;9;0;11;18;15;17;620;414;211;211
CATALUNYA;GLOBAL;2021-10-28;Home;50 a 59;22;691;310;0;0;26;12;0;9;13;9;13;586;271;113;99
CATALUNYA;GLOBAL;2021-10-28;Home;60 a 69;19;568;180;2;1;37;15;0;10;9;10;11;492;156;57;80
CATALUNYA;GLOBAL;2021-10-28;Home;70 a 79;15;488;169;7;1;49;16;0;9;6;12;7;414;153;20;95
CATALUNYA;GLOBAL;2021-10-28;Home;80 o més;10;504;110;4;0;23;2;0;5;5;6;5;420;95;7;13
CATALUNYA;GLOBAL;2021-10-27;Altres;N/A;16;1306;2;3;0;54;16;0;12;4;10;0;1301;2;92;43
CATALUNYA;GLOBAL;2021-10-27;Dona;0 a 9;29;331;479;0;0;1;0;0;23;6;20;5;307;441;0;0
CATALUNYA;GLOBAL;2021-10-27;Dona;10 a 19;12;531;709;0;0;1;0;0;11;1;13;2;434;572;344;373
CATALUNYA;GLOBAL;2021-10-27;Dona;20 a 29;21;1822;763;4;0;8;0;0;10;11;13;10;1323;612;376;368
CATALUNYA;GLOBAL;2021-10-27;Dona;30 a 39;19;2096;685;1;0;4;1;0;5;14;6;11;1580;578;323;303
CATALUNYA;GLOBAL;2021-10-27;Dona;40 a 49;32;2860;645;2;0;11;3;0;14;18;14;15;2157;545;162;168
CATALUNYA;GLOBAL;2021-10-27;Dona;50 a 59;31;2807;515;1;0;11;4;0;15;16;16;16;2125;444;82;79
CATALUNYA;GLOBAL;2021-10-27;Dona;60 a 69;14;1289;338;0;0;23;10;1;9;5;10;4;1054;294;50;66
CATALUNYA;GLOBAL;2021-10-27;Dona;70 a 79;16;654;243;2;1;23;6;0;8;8;8;8;586;226;17;86
CATALUNYA;GLOBAL;2021-10-27;Dona;80 o més;9;890;174;2;1;24;2;0;5;4;2;4;757;149;11;15
CATALUNYA;GLOBAL;2021-10-27;Home;0 a 9;20;354;517;0;0;1;0;0;17;3;16;3;332;473;1;0
CATALUNYA;GLOBAL;2021-10-27;Home;10 a 19;21;358;659;0;0;1;0;0;14;7;12;7;291;563;428;457
CATALUNYA;GLOBAL;2021-10-27;Home;20 a 29;19;667;629;1;0;3;0;0;7;12;11;11;509;489;506;455
CATALUNYA;GLOBAL;2021-10-27;Home;30 a 39;19;732;486;0;0;8;3;0;9;10;10;12;597;427;326;332
CATALUNYA;GLOBAL;2021-10-27;Home;40 a 49;29;955;469;1;1;17;6;0;16;13;18;11;780;410;188;157
CATALUNYA;GLOBAL;2021-10-27;Home;50 a 59;24;857;350;0;0;28;15;0;10;14;10;14;730;298;81;79
CATALUNYA;GLOBAL;2021-10-27;Home;60 a 69;15;721;205;1;0;40;16;0;5;10;5;10;619;176;41;59
CATALUNYA;GLOBAL;2021-10-27;Home;70 a 79;13;611;167;0;0;43;16;1;7;6;5;6;535;153;18;79
CATALUNYA;GLOBAL;2021-10-27;Home;80 o més;6;509;132;5;0;25;2;1;2;4;6;5;458;120;10;13
CATALUNYA;GLOBAL;2021-10-26;Altres;N/A;10;1486;3;3;0;55;16;0;5;5;4;0;1474;2;37;51
CATALUNYA;GLOBAL;2021-10-26;Dona;0 a 9;16;400;524;0;0;1;0;0;14;2;14;1;377;482;0;0
CATALUNYA;GLOBAL;2021-10-26;Dona;10 a 19;23;464;792;0;0;1;0;0;17;6;14;5;388;666;239;208
CATALUNYA;GLOBAL;2021-10-26;Dona;20 a 29;24;1162;803;2;0;4;0;0;10;14;11;14;863;631;242;233
CATALUNYA;GLOBAL;2021-10-26;Dona;30 a 39;17;1594;718;1;0;6;1;0;7;10;10;12;1203;613;233;239
CATALUNYA;GLOBAL;2021-10-26;Dona;40 a 49;27;1939;701;0;0;14;3;0;9;18;8;21;1475;608;105;104
CATALUNYA;GLOBAL;2021-10-26;Dona;50 a 59;24;1971;516;0;0;9;4;0;14;10;12;9;1504;438;58;59
CATALUNYA;GLOBAL;2021-10-26;Dona;60 a 69;13;1022;353;2;0;25;10;0;7;6;7;6;827;308;28;51
CATALUNYA;GLOBAL;2021-10-26;Dona;70 a 79;19;768;245;3;1;19;5;0;8;11;7;10;683;222;15;77
CATALUNYA;GLOBAL;2021-10-26;Dona;80 o més;12;811;177;4;0;24;1;0;5;7;3;6;695;156;13;13
CATALUNYA;GLOBAL;2021-10-26;Home;0 a 9;16;461;585;0;0;1;0;0;11;5;9;4;437;529;0;0
CATALUNYA;GLOBAL;2021-10-26;Home;10 a 19;14;430;790;0;0;1;0;0;6;8;8;9;371;658;234;218
CATALUNYA;GLOBAL;2021-10-26;Home;20 a 29;17;533;631;0;1;2;0;0;12;5;7;5;423;495;403;308
CATALUNYA;GLOBAL;2021-10-26;Home;30 a 39;14;649;515;1;1;11;5;0;4;10;4;11;518;458;246;258
CATALUNYA;GLOBAL;2021-10-26;Home;40 a 49;25;857;517;1;0;16;7;1;15;10;18;15;722;469;120;119
CATALUNYA;GLOBAL;2021-10-26;Home;50 a 59;20;934;353;1;1;29;16;0;8;12;12;14;779;311;59;52
CATALUNYA;GLOBAL;2021-10-26;Home;60 a 69;13;817;249;0;0;43;16;0;6;7;7;8;717;209;31;48
CATALUNYA;GLOBAL;2021-10-26;Home;70 a 79;9;783;164;7;1;47;16;0;4;5;6;5;716;150;8;83
CATALUNYA;GLOBAL;2021-10-26;Home;80 o més;11;598;113;2;1;24;2;0;6;5;5;5;527;105;7;7
CATALUNYA;GLOBAL;2021-10-25;Altres;N/A;25;1485;1;6;13;118;38;0;9;16;7;0;1477;1;70;56
CATALUNYA;GLOBAL;2021-10-25;Dona;0 a 9;27;482;669;0;0;1;0;0;25;2;27;2;438;602;1;0
CATALUNYA;GLOBAL;2021-10-25;Dona;10 a 19;13;400;817;1;0;1;0;0;9;4;11;6;349;666;226;173
CATALUNYA;GLOBAL;2021-10-25;Dona;20 a 29;23;734;936;0;0;2;0;0;11;12;10;13;544;748;254;203
CATALUNYA;GLOBAL;2021-10-25;Dona;30 a 39;31;953;901;1;0;5;1;0;13;18;13;14;744;769;216;226
CATALUNYA;GLOBAL;2021-10-25;Dona;40 a 49;36;1126;851;2;0;10;1;0;15;21;15;18;916;730;98;82
CATALUNYA;GLOBAL;2021-10-25;Dona;50 a 59;41;1150;690;1;0;7;2;0;19;22;20;21;944;609;41;30
CATALUNYA;GLOBAL;2021-10-25;Dona;60 a 69;28;839;436;3;2;23;9;0;18;10;16;10;730;393;28;30
CATALUNYA;GLOBAL;2021-10-25;Dona;70 a 79;17;745;289;2;0;16;3;0;5;12;4;13;678;258;8;46
CATALUNYA;GLOBAL;2021-10-25;Dona;80 o més;10;841;181;3;1;23;1;0;5;5;8;6;733;157;8;8
CATALUNYA;GLOBAL;2021-10-25;Home;0 a 9;39;600;709;1;0;0;0;0;31;8;30;10;563;653;0;0
CATALUNYA;GLOBAL;2021-10-25;Home;10 a 19;15;404;802;0;0;1;0;0;10;5;11;6;345;678;253;175
CATALUNYA;GLOBAL;2021-10-25;Home;20 a 29;15;387;715;0;0;1;0;0;8;7;8;7;311;583;350;296
CATALUNYA;GLOBAL;2021-10-25;Home;30 a 39;33;494;665;1;0;6;4;0;12;21;13;19;399;579;212;240
CATALUNYA;GLOBAL;2021-10-25;Home;40 a 49;48;724;624;1;0;14;4;0;19;29;17;24;606;564;135;111
CATALUNYA;GLOBAL;2021-10-25;Home;50 a 59;32;829;445;4;1;25;11;0;20;12;18;10;712;392;44;36
CATALUNYA;GLOBAL;2021-10-25;Home;60 a 69;19;851;271;4;1;37;14;0;8;11;11;8;743;243;18;23
CATALUNYA;GLOBAL;2021-10-25;Home;70 a 79;16;779;197;5;0;35;14;0;9;7;10;7;693;185;3;43
CATALUNYA;GLOBAL;2021-10-25;Home;80 o més;7;583;131;1;0;18;3;1;4;3;4;2;533;115;3;6
CATALUNYA;GLOBAL;2021-10-24;Altres;N/A;4;557;0;5;0;56;16;0;2;2;2;0;554;0;14;12
CATALUNYA;GLOBAL;2021-10-24;Dona;0 a 9;4;115;124;1;0;2;0;0;3;1;2;1;104;113;0;0
CATALUNYA;GLOBAL;2021-10-24;Dona;10 a 19;4;71;140;0;0;0;0;0;4;0;1;0;61;113;64;33
CATALUNYA;GLOBAL;2021-10-24;Dona;20 a 29;5;119;190;2;0;5;0;0;2;3;1;3;99;154;67;45
CATALUNYA;GLOBAL;2021-10-24;Dona;30 a 39;8;179;163;2;0;7;1;0;5;3;3;4;149;136;35;43
CATALUNYA;GLOBAL;2021-10-24;Dona;40 a 49;10;163;177;4;0;15;4;0;4;6;3;5;137;155;16;14
CATALUNYA;GLOBAL;2021-10-24;Dona;50 a 59;7;161;149;0;0;11;4;0;3;4;3;3;138;124;10;4
CATALUNYA;GLOBAL;2021-10-24;Dona;60 a 69;4;158;95;2;1;24;8;0;1;3;1;3;135;83;4;4
CATALUNYA;GLOBAL;2021-10-24;Dona;70 a 79;9;217;71;2;0;19;5;0;3;6;2;7;197;65;2;0
CATALUNYA;GLOBAL;2021-10-24;Dona;80 o més;7;264;44;2;0;23;0;0;4;3;4;2;218;39;1;0
CATALUNYA;GLOBAL;2021-10-24;Home;0 a 9;2;149;180;0;0;0;0;0;1;1;1;2;131;166;0;0
CATALUNYA;GLOBAL;2021-10-24;Home;10 a 19;8;75;147;0;0;1;0;0;3;5;1;5;63;122;75;45
CATALUNYA;GLOBAL;2021-10-24;Home;20 a 29;0;98;132;2;0;2;0;0;0;0;0;0;84;105;48;75
CATALUNYA;GLOBAL;2021-10-24;Home;30 a 39;1;90;114;0;0;10;4;0;1;0;2;0;80;97;52;62
CATALUNYA;GLOBAL;2021-10-24;Home;40 a 49;13;169;141;2;0;22;9;0;0;13;2;13;145;116;18;25
CATALUNYA;GLOBAL;2021-10-24;Home;50 a 59;7;205;82;5;4;29;13;0;3;4;3;3;169;73;9;4
CATALUNYA;GLOBAL;2021-10-24;Home;60 a 69;9;223;66;2;0;49;17;1;4;5;5;4;196;56;3;1
CATALUNYA;GLOBAL;2021-10-24;Home;70 a 79;2;201;42;0;1;48;18;0;2;0;2;0;189;37;1;1
CATALUNYA;GLOBAL;2021-10-24;Home;80 o més;5;196;36;3;1;31;3;0;4;1;3;1;172;29;0;0
CATALUNYA;GLOBAL;2021-10-23;Altres;N/A;14;1365;0;6;0;54;16;0;13;1;12;0;1359;0;40;20
CATALUNYA;GLOBAL;2021-10-23;Dona;0 a 9;5;135;149;0;0;1;0;0;5;0;4;0;118;137;0;0
CATALUNYA;GLOBAL;2021-10-23;Dona;10 a 19;3;159;206;0;0;0;0;0;1;2;1;2;128;154;198;97
CATALUNYA;GLOBAL;2021-10-23;Dona;20 a 29;11;420;285;0;0;5;0;0;7;4;4;3;313;229;146;71
CATALUNYA;GLOBAL;2021-10-23;Dona;30 a 39;13;522;213;1;1;6;1;0;5;8;12;7;416;183;113;58
CATALUNYA;GLOBAL;2021-10-23;Dona;40 a 49;18;540;207;1;2;11;3;0;3;15;3;13;425;180;68;39
CATALUNYA;GLOBAL;2021-10-23;Dona;50 a 59;9;548;177;1;0;12;4;0;2;7;2;7;442;154;28;15
CATALUNYA;GLOBAL;2021-10-23;Dona;60 a 69;4;435;111;0;0;22;7;0;2;2;3;2;381;104;16;8
CATALUNYA;GLOBAL;2021-10-23;Dona;70 a 79;3;359;71;0;0;19;5;0;0;3;0;2;328;66;0;3
CATALUNYA;GLOBAL;2021-10-23;Dona;80 o més;6;419;100;6;0;22;0;1;3;3;4;3;365;90;1;0
CATALUNYA;GLOBAL;2021-10-23;Home;0 a 9;8;186;164;0;0;1;0;0;5;3;6;3;170;155;1;0
CATALUNYA;GLOBAL;2021-10-23;Home;10 a 19;6;162;181;0;0;1;0;0;4;2;1;1;139;149;146;99
CATALUNYA;GLOBAL;2021-10-23;Home;20 a 29;12;235;265;0;0;2;0;0;6;6;6;4;181;213;187;99
CATALUNYA;GLOBAL;2021-10-23;Home;30 a 39;10;287;171;1;0;9;4;0;5;5;6;4;238;141;144;71
CATALUNYA;GLOBAL;2021-10-23;Home;40 a 49;12;392;151;1;0;21;9;0;4;8;4;8;342;132;78;28
CATALUNYA;GLOBAL;2021-10-23;Home;50 a 59;12;442;107;1;1;27;11;0;7;5;8;9;381;94;45;16
CATALUNYA;GLOBAL;2021-10-23;Home;60 a 69;6;417;85;0;0;49;18;0;1;5;4;6;354;76;11;6
CATALUNYA;GLOBAL;2021-10-23;Home;70 a 79;6;357;68;3;1;47;18;1;2;4;1;4;325;62;1;6
CATALUNYA;GLOBAL;2021-10-23;Home;80 o més;5;306;43;6;2;27;3;0;4;1;5;1;271;37;0;0
CATALUNYA;GLOBAL;2021-10-22;Altres;N/A;17;1497;1;7;0;54;16;0;6;11;6;0;1490;1;80;77
CATALUNYA;GLOBAL;2021-10-22;Dona;0 a 9;21;350;439;1;0;1;0;0;16;5;16;6;314;401;0;0
CATALUNYA;GLOBAL;2021-10-22;Dona;10 a 19;24;396;685;0;0;0;0;0;18;6;19;6;333;558;639;620
CATALUNYA;GLOBAL;2021-10-22;Dona;20 a 29;16;808;777;2;0;7;0;0;6;10;8;8;627;624;516;478
CATALUNYA;GLOBAL;2021-10-22;Dona;30 a 39;22;1019;633;1;0;6;1;0;10;12;9;10;820;526;434;502
CATALUNYA;GLOBAL;2021-10-22;Dona;40 a 49;25;1247;593;2;0;10;2;0;8;17;10;20;995;501;238;247
CATALUNYA;GLOBAL;2021-10-22;Dona;50 a 59;15;1244;494;0;0;11;4;0;7;8;13;8;987;417;123;101
CATALUNYA;GLOBAL;2021-10-22;Dona;60 a 69;19;823;339;2;0;23;7;0;11;8;11;7;709;294;62;89
CATALUNYA;GLOBAL;2021-10-22;Dona;70 a 79;12;729;241;3;0;21;5;1;5;7;8;7;639;230;19;29
CATALUNYA;GLOBAL;2021-10-22;Dona;80 o més;10;908;150;2;0;20;0;0;5;5;4;5;764;132;8;21
CATALUNYA;GLOBAL;2021-10-22;Home;0 a 9;14;413;552;1;0;0;0;0;10;4;10;5;386;501;0;0
CATALUNYA;GLOBAL;2021-10-22;Home;10 a 19;10;366;674;0;0;1;0;0;6;4;8;4;314;569;649;643
CATALUNYA;GLOBAL;2021-10-22;Home;20 a 29;10;458;698;0;0;2;0;0;4;6;4;7;353;567;649;600
CATALUNYA;GLOBAL;2021-10-22;Home;30 a 39;16;518;473;1;0;10;4;0;6;10;4;12;424;411;408;536
CATALUNYA;GLOBAL;2021-10-22;Home;40 a 49;31;724;404;4;0;22;9;0;13;18;15;20;621;364;276;272
CATALUNYA;GLOBAL;2021-10-22;Home;50 a 59;19;754;273;2;1;25;11;0;9;10;9;8;654;238;131;109
CATALUNYA;GLOBAL;2021-10-22;Home;60 a 69;13;757;197;5;1;49;19;0;11;2;7;1;658;174;61;77
CATALUNYA;GLOBAL;2021-10-22;Home;70 a 79;13;743;149;4;2;46;18;0;6;7;8;7;662;136;17;20
CATALUNYA;GLOBAL;2021-10-22;Home;80 o més;8;547;100;5;0;26;1;1;5;3;6;3;481;95;7;5
CATALUNYA;GLOBAL;2021-10-21;Altres;N/A;8;1538;2;4;0;56;17;0;5;3;5;0;1530;2;70;88
CATALUNYA;GLOBAL;2021-10-21;Dona;0 a 9;18;255;451;0;0;1;0;0;12;6;12;7;224;422;0;0
CATALUNYA;GLOBAL;2021-10-21;Dona;10 a 19;14;471;746;0;0;0;0;0;7;7;6;7;393;618;476;533
CATALUNYA;GLOBAL;2021-10-21;Dona;20 a 29;13;1223;791;1;0;7;0;0;7;6;6;6;889;614;510;431
CATALUNYA;GLOBAL;2021-10-21;Dona;30 a 39;24;1532;655;4;0;7;1;0;12;12;10;13;1163;561;448;478
CATALUNYA;GLOBAL;2021-10-21;Dona;40 a 49;23;1946;673;2;2;13;2;0;9;14;9;14;1463;586;242;167
CATALUNYA;GLOBAL;2021-10-21;Dona;50 a 59;17;1940;492;0;0;13;5;0;10;7;9;9;1449;418;107;102
CATALUNYA;GLOBAL;2021-10-21;Dona;60 a 69;19;940;340;1;2;24;8;0;10;9;10;10;767;292;61;87
CATALUNYA;GLOBAL;2021-10-21;Dona;70 a 79;8;482;231;1;0;22;5;0;3;5;4;6;436;214;20;30
CATALUNYA;GLOBAL;2021-10-21;Dona;80 o més;7;682;154;3;0;24;0;0;3;4;4;4;578;139;14;19
CATALUNYA;GLOBAL;2021-10-21;Home;0 a 9;15;331;497;0;0;1;0;0;10;5;12;4;302;457;0;0
CATALUNYA;GLOBAL;2021-10-21;Home;10 a 19;18;404;666;2;0;2;0;0;8;10;7;8;332;558;543;566
CATALUNYA;GLOBAL;2021-10-21;Home;20 a 29;8;500;638;2;0;3;0;0;2;6;4;5;388;510;696;530
CATALUNYA;GLOBAL;2021-10-21;Home;30 a 39;24;613;456;0;1;8;4;0;9;15;8;14;502;391;398;473
CATALUNYA;GLOBAL;2021-10-21;Home;40 a 49;21;713;447;0;0;20;9;0;10;11;11;11;600;396;266;266
CATALUNYA;GLOBAL;2021-10-21;Home;50 a 59;18;660;297;0;0;23;10;0;9;9;7;9;553;266;125;124
CATALUNYA;GLOBAL;2021-10-21;Home;60 a 69;15;551;232;2;0;48;19;0;7;8;6;8;488;210;64;88
CATALUNYA;GLOBAL;2021-10-21;Home;70 a 79;9;470;168;9;3;44;16;0;4;5;5;5;407;159;16;21
CATALUNYA;GLOBAL;2021-10-21;Home;80 o més;4;433;104;2;0;25;1;0;2;2;2;2;381;95;7;3
CATALUNYA;GLOBAL;2021-10-20;Altres;N/A;23;1292;2;7;0;55;17;0;14;9;12;0;1286;1;69;71
CATALUNYA;GLOBAL;2021-10-20;Dona;0 a 9;25;337;453;0;0;1;1;0;19;6;19;5;306;420;0;0
CATALUNYA;GLOBAL;2021-10-20;Dona;10 a 19;15;514;808;0;0;0;0;0;10;5;7;5;418;679;460;560
CATALUNYA;GLOBAL;2021-10-20;Dona;20 a 29;17;1306;816;4;0;5;0;0;7;10;8;11;955;646;478;453
CATALUNYA;GLOBAL;2021-10-20;Dona;30 a 39;35;1569;677;2;0;4;1;0;17;18;15;20;1175;572;375;507
CATALUNYA;GLOBAL;2021-10-20;Dona;40 a 49;34;2070;683;6;0;12;0;0;19;15;20;13;1568;592;198;206
CATALUNYA;GLOBAL;2021-10-20;Dona;50 a 59;19;1981;575;1;0;13;5;0;5;14;5;15;1504;514;84;95
CATALUNYA;GLOBAL;2021-10-20;Dona;60 a 69;28;1081;382;1;0;20;9;0;18;10;17;10;873;346;44;61
CATALUNYA;GLOBAL;2021-10-20;Dona;70 a 79;17;640;219;2;1;22;5;0;6;11;5;9;567;205;12;20
CATALUNYA;GLOBAL;2021-10-20;Dona;80 o més;9;736;190;5;0;22;0;1;8;1;9;1;645;165;6;8
CATALUNYA;GLOBAL;2021-10-20;Home;0 a 9;26;398;476;1;0;0;0;0;24;2;21;2;365;440;0;0
CATALUNYA;GLOBAL;2021-10-20;Home;10 a 19;9;380;708;1;0;4;0;0;5;4;4;4;336;575;546;611
CATALUNYA;GLOBAL;2021-10-20;Home;20 a 29;16;515;619;0;0;2;0;0;7;9;9;9;393;506;681;606
CATALUNYA;GLOBAL;2021-10-20;Home;30 a 39;13;618;517;2;0;10;3;0;4;9;5;9;488;436;364;577
CATALUNYA;GLOBAL;2021-10-20;Home;40 a 49;22;825;473;3;1;22;10;1;7;15;6;13;688;421;216;227
CATALUNYA;GLOBAL;2021-10-20;Home;50 a 59;29;731;330;5;0;23;11;0;14;15;16;14;615;288;126;114
CATALUNYA;GLOBAL;2021-10-20;Home;60 a 69;8;664;223;3;2;46;20;0;6;2;9;1;575;195;33;55
CATALUNYA;GLOBAL;2021-10-20;Home;70 a 79;19;594;178;8;1;41;14;0;7;12;8;13;536;165;13;18
CATALUNYA;GLOBAL;2021-10-20;Home;80 o més;6;464;137;3;0;26;1;2;2;4;1;5;404;127;4;5
CATALUNYA;GLOBAL;2021-10-19;Altres;N/A;6;1440;0;6;2;54;17;0;5;1;4;0;1432;0;59;50
CATALUNYA;GLOBAL;2021-10-19;Dona;0 a 9;16;348;453;0;1;1;1;0;16;0;14;1;309;413;0;0
CATALUNYA;GLOBAL;2021-10-19;Dona;10 a 19;14;559;871;0;0;0;0;0;9;5;10;5;478;731;293;390
CATALUNYA;GLOBAL;2021-10-19;Dona;20 a 29;12;1089;885;3;0;5;0;0;5;7;8;7;806;738;365;313
CATALUNYA;GLOBAL;2021-10-19;Dona;30 a 39;28;1342;682;2;1;3;1;0;12;16;13;12;1033;572;267;357
CATALUNYA;GLOBAL;2021-10-19;Dona;40 a 49;31;1702;696;2;0;12;1;0;14;17;13;17;1318;614;108;144
CATALUNYA;GLOBAL;2021-10-19;Dona;50 a 59;21;1594;563;1;0;12;5;0;8;13;16;12;1264;506;54;57
CATALUNYA;GLOBAL;2021-10-19;Dona;60 a 69;13;966;376;5;1;22;8;1;4;9;6;9;805;332;31;62
CATALUNYA;GLOBAL;2021-10-19;Dona;70 a 79;15;765;244;2;0;23;5;0;6;9;8;8;675;231;10;8
CATALUNYA;GLOBAL;2021-10-19;Dona;80 o més;10;1019;169;5;0;24;0;0;3;7;6;7;838;151;9;10
CATALUNYA;GLOBAL;2021-10-19;Home;0 a 9;20;448;507;0;0;0;0;0;14;6;14;5;411;471;0;0
CATALUNYA;GLOBAL;2021-10-19;Home;10 a 19;15;545;856;1;0;4;0;0;10;5;13;5;479;717;383;410
CATALUNYA;GLOBAL;2021-10-19;Home;20 a 29;11;566;722;1;0;3;0;0;6;5;8;5;460;582;460;451
CATALUNYA;GLOBAL;2021-10-19;Home;30 a 39;24;655;544;0;1;11;4;0;7;17;7;18;539;467;284;356
CATALUNYA;GLOBAL;2021-10-19;Home;40 a 49;24;816;501;1;0;24;13;0;12;12;15;12;657;435;182;185
CATALUNYA;GLOBAL;2021-10-19;Home;50 a 59;14;797;369;2;0;25;13;0;5;9;7;9;665;330;59;64
CATALUNYA;GLOBAL;2021-10-19;Home;60 a 69;14;808;219;4;0;46;20;0;7;7;7;7;699;200;28;57
CATALUNYA;GLOBAL;2021-10-19;Home;70 a 79;16;825;181;6;1;39;13;0;10;6;12;5;730;167;4;10
CATALUNYA;GLOBAL;2021-10-19;Home;80 o més;7;665;113;3;0;26;1;1;3;4;6;5;591;103;9;4
CATALUNYA;GLOBAL;2021-10-18;Altres;N/A;17;1496;5;4;1;54;18;0;12;5;11;0;1488;5;70;49
CATALUNYA;GLOBAL;2021-10-18;Dona;0 a 9;13;501;605;1;0;1;0;0;9;4;8;4;458;558;0;0
CATALUNYA;GLOBAL;2021-10-18;Dona;10 a 19;17;418;914;0;0;1;0;0;11;6;10;5;356;743;297;463
CATALUNYA;GLOBAL;2021-10-18;Dona;20 a 29;23;723;1022;0;0;5;0;0;9;14;8;14;559;809;331;420
CATALUNYA;GLOBAL;2021-10-18;Dona;30 a 39;24;965;970;2;0;3;0;0;9;15;7;17;782;814;208;429
CATALUNYA;GLOBAL;2021-10-18;Dona;40 a 49;31;1153;971;2;1;11;1;0;11;20;14;22;931;843;108;145
CATALUNYA;GLOBAL;2021-10-18;Dona;50 a 59;29;1189;707;2;1;11;5;0;16;13;14;12;969;604;46;53
CATALUNYA;GLOBAL;2021-10-18;Dona;60 a 69;25;931;483;2;1;21;7;0;9;16;7;15;816;438;23;48
CATALUNYA;GLOBAL;2021-10-18;Dona;70 a 79;17;814;304;2;0;23;5;0;6;11;10;11;725;269;5;14
CATALUNYA;GLOBAL;2021-10-18;Dona;80 o més;11;979;263;4;0;28;1;1;6;5;6;5;858;240;4;7
CATALUNYA;GLOBAL;2021-10-18;Home;0 a 9;24;585;694;1;0;0;0;0;18;6;21;7;541;640;0;0
CATALUNYA;GLOBAL;2021-10-18;Home;10 a 19;14;414;852;0;0;2;0;0;8;6;8;5;355;693;299;478
CATALUNYA;GLOBAL;2021-10-18;Home;20 a 29;22;399;770;1;0;4;1;0;7;15;6;15;314;631;407;522
CATALUNYA;GLOBAL;2021-10-18;Home;30 a 39;15;549;645;1;0;11;3;0;7;8;10;8;474;546;250;484
CATALUNYA;GLOBAL;2021-10-18;Home;40 a 49;33;712;698;1;1;23;13;0;13;20;15;19;606;607;110;160
CATALUNYA;GLOBAL;2021-10-18;Home;50 a 59;30;828;490;6;0;29;15;0;14;16;12;17;726;427;57;61
CATALUNYA;GLOBAL;2021-10-18;Home;60 a 69;18;831;287;3;3;48;22;0;10;8;10;6;727;254;12;55
CATALUNYA;GLOBAL;2021-10-18;Home;70 a 79;25;801;230;5;0;41;11;0;11;14;8;14;716;214;6;19
CATALUNYA;GLOBAL;2021-10-18;Home;80 o més;8;635;161;3;0;31;2;0;5;3;2;3;573;153;1;2
CATALUNYA;GLOBAL;2021-10-17;Altres;N/A;10;511;0;3;0;58;16;0;6;4;6;0;508;0;21;11
CATALUNYA;GLOBAL;2021-10-17;Dona;0 a 9;5;84;135;0;0;0;0;0;2;3;2;2;79;121;0;0
CATALUNYA;GLOBAL;2021-10-17;Dona;10 a 19;2;77;185;0;0;1;0;0;0;2;0;2;72;158;45;32
CATALUNYA;GLOBAL;2021-10-17;Dona;20 a 29;3;163;229;1;0;6;0;0;2;1;2;2;125;187;104;39
CATALUNYA;GLOBAL;2021-10-17;Dona;30 a 39;6;218;191;1;0;4;0;0;0;6;2;7;179;169;62;39
CATALUNYA;GLOBAL;2021-10-17;Dona;40 a 49;14;225;197;2;0;8;1;0;4;10;4;9;185;164;36;12
CATALUNYA;GLOBAL;2021-10-17;Dona;50 a 59;9;212;137;2;0;9;4;0;5;4;5;3;178;129;15;5
CATALUNYA;GLOBAL;2021-10-17;Dona;60 a 69;6;186;93;1;1;22;10;0;2;4;3;3;165;82;7;2
CATALUNYA;GLOBAL;2021-10-17;Dona;70 a 79;10;221;59;1;0;23;6;0;4;6;2;6;198;54;3;0
CATALUNYA;GLOBAL;2021-10-17;Dona;80 o més;2;315;63;4;1;31;2;2;2;0;2;0;268;56;1;0
CATALUNYA;GLOBAL;2021-10-17;Home;0 a 9;5;127;178;0;0;0;0;0;1;4;3;4;119;170;0;0
CATALUNYA;GLOBAL;2021-10-17;Home;10 a 19;7;57;167;0;0;3;0;0;2;5;1;5;52;139;56;43
CATALUNYA;GLOBAL;2021-10-17;Home;20 a 29;4;101;174;0;0;4;1;0;0;4;0;4;87;137;122;55
CATALUNYA;GLOBAL;2021-10-17;Home;30 a 39;5;145;140;3;0;10;4;0;1;4;2;4;129;122;86;40
